score;segment;navn;orgnr;orgform;kanal;epost;telefon;hjemmeside;adresse;postnr;poststed;kommune;ansatte;naeringskode;registrert;formaal;score_grunnlag
20;eiendom;INSPEKTRA TAKST AS;932941430;AS;e-post/telefon;;412 39 412;;Veslemyrveien 5;1554;SON;VESTBY;0;68.320 Eiendomsforvaltning på oppdrag;2024-02-02;Eiendomsforvaltning på oppdrag.;eiendom i formål + AS (e-post lovlig)
20;eiendom;IRJ TAKST AS;931161709;AS;e-post/telefon;;;;Lensmannsvegen 3;9020;TROMSDALEN;TROMSØ;0;71.121 Byggeteknisk konsulentvirksomhet;2023-04-03;Selge varer og tjenester innen byggeteknisk konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;IVERSEN TAKST & BYGGSERVICE AS;835204502;AS;e-post/telefon;;;;c/o Stiansen L23 As, Løvenskiolds gate 23;0260;OSLO;OSLO;0;41.000 Oppføring av bygninger;2025-03-13;Utarbeide tilstandsrapporter for boliger. Tømrer, oppføring og vedlikehold av bygninger.;eiendom i formål + AS (e-post lovlig)
20;eiendom;J-TAKST AS;932431866;AS;e-post/telefon;;;;Snehvitveien 11B;4314;SANDNES;SANDNES;0;68.310 Eiendomsmegling og andre formidlingstjenester for eiendom;2023-11-09;Eiendomsmegling.;eiendom i formål + AS (e-post lovlig)
20;eiendom;JB TAKST & BOLIGUTVIKLING AS;930908231;AS;e-post/telefon;;;;Kråkåsveien 9;1592;VÅLER I ØSTFOLD;VÅLER;0;68.310 Eiendomsmegling og andre formidlingstjenester for eiendom;2023-02-28;Eiendomsmegler. Ingeniør- og prosjektledertjenester innen byggeprosjekter. Tømrer, oppføring og vedlikehold av bygninger. Snekkerarbeid, montering av dører, vinduer, kjøkken med mere.;eiendom i formål + AS (e-post lovlig)
20;eiendom;JK TAKST AS;937297548;AS;e-post/telefon;;;;Fageråsvegen 16;2420;TRYSIL;TRYSIL;0;68.320 Eiendomsforvaltning på oppdrag;2026-03-05;Tilstandsrapporter og taksering av eiendommer. Reklamasjonstakst. Uavhengig kontroll våtrom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;JL TAKST AS;934445546;AS;e-post/telefon;;;;Gyltemyrvegen 25;3731;SKIEN;SKIEN;0;68.320 Eiendomsforvaltning på oppdrag;2024-11-12;Taksering og kontroll av bolig og eiendom samt byggeteknisk konsulent- og rådgivningsvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;JM TAKST AS;933405974;AS;e-post/telefon;;;;Heiveien 669;4985;VEGÅRSHEI;VEGÅRSHEI;;68.320 Eiendomsforvaltning på oppdrag;2024-05-04;Takstarbeid, oppføring av bygninger og konsulenttjenester. Kjøp, salg, drift og utleie av fast eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;JOHNSEN TAKSERING AS;912089649;AS;e-post/telefon;;;;Nedre Fiksnesvika 20;5378;KLOKKARVIK;ØYGARDEN;0;68.320 Eiendomsforvaltning på oppdrag;2013-06-18;Taksering av eiendommer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;JS TAKSERING AS;916690797;AS;e-post/telefon;;;;Skotlio 17;5411;STORD;STORD;0;68.320 Eiendomsforvaltning på oppdrag;2016-02-05;Taksering av hus og bygninger, konsulentbistand og andre tjenesteytinger som naturlig hører innunder bransjen. Selskapet kan drive med kjøp og salg av aksjer eller foreta investeringer i andre selskap. Selskapet kan også drive med kjøp, salg og utleie av eiendom eller delta i annen virksomhet. Tømrervirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;JW TAKST OG EIENDOM AVD. BUSKERUD AS;997522605;AS;e-post/telefon;;;;Øvre Skistadvei 9;3302;HOKKSUND;ØVRE EIKER;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2011-10-29;Taksering av eiendom og håndverkstjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;JØDAHL TAKST OG BYGG AS;927027003;AS;e-post/telefon;;;;Averstadstubben 2;2040;KLØFTA;ULLENSAKER;0;41.000 Oppføring av bygninger;2021-04-27;Selge tjenester og varer innen tømrerfaget, og annet som naturlig sammenfaller med dette, samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KA BYGG OG TAKST AS;925098345;AS;e-post/telefon;;;;c/o Kåre Anders Orderud, Torpveien 34;1866;BÅSTAD;INDRE ØSTFOLD;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2020-05-20;Taksering av boliger. Snekker/tømrertjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KALAND TAKST AS;932807971;AS;e-post/telefon;;;;Skjoldingsneset 63;5337;RONG;ØYGARDEN;0;68.320 Eiendomsforvaltning på oppdrag;2024-01-11;Takseringsoppdrag og tilstandsrapportering. Byggmestertjenester og rådgivning.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KARLSEN BYGG OG TAKST AS;936602835;AS;e-post/telefon;;;;Vedlandvegen 62;3825;LUNDE;NOME;;68.310 Eiendomsmegling og andre formidlingstjenester for eiendom;2025-11-20;Taksering og annen byggteknisk virksomhet, herunder annet relatert til bygg.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KAXRUD TAKST & BYGG AS;937968833;AS;e-post/telefon;;;;Garderveien 408;1435;ÅS;ÅS;;;2026-06-24;Taksering, byggeoppdrag og tilhørende tjenester innen bygg og eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KB BYGG OG TAKST AS;838164722;AS;e-post/telefon;;;;Glemmengata 6;1608;FREDRIKSTAD;FREDRIKSTAD;;71.110 Arkitektvirksomhet;2026-07-27;Arkitekttjenester, bygg.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KE TAKST AS;928603962;AS;e-post/telefon;;;;Bålyveien 5;4521;LINDESNES;LINDESNES;0;68.320 Eiendomsforvaltning på oppdrag;2022-01-25;Taksering av eiendom samt virksomhet som hører inn under dette.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KH BYGG & TAKST AS;925622117;AS;e-post/telefon;;;;Fossbergjordet 9;1350;LOMMEDALEN;BÆRUM;0;43.320 Snekkerarbeid;2020-09-11;Snekkerarbeid, montering av dører, vinduer, kjøkken med mer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KLØVE BYGG OG TAKSERING AS;919201304;AS;e-post/telefon;;;;Ringheimsvegen 56;5705;VOSS;VOSS;;41.000 Oppføring av bygninger;2017-06-26;Oppføring og rehabilitering av bygg, samt taksering og anna som naturleg høyrer inn under dette.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KNUTSEN TAKST AS;922085404;AS;e-post/telefon;;;;Haraldsgata 225;5525;HAUGESUND;HAUGESUND;0;68.320 Eiendomsforvaltning på oppdrag;2019-01-18;Takseringsvirksomhet, rådgivning, byggesakkyndig, samt hva hermed står i forbindelse, herunder å delta i andre foretak som driver tilsvarende virksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KRISTIANSEN TAKST AS;935317843;AS;e-post/telefon;;;;Skarpsnoveien 6;7374;RØROS;RØROS;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2025-04-03;Takseringstjenester. Taksering av eiendom og tilhørende virksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KRISTIANSUND TAKST OG EIENDOM AS;897275562;AS;e-post/telefon;;950 51 007;;Leira;6590;TUSTNA;AURE;;68.320 Eiendomsforvaltning på oppdrag;2011-08-29;Taksering og eiendomsinvesteringer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KS BYGG - TAKST AS;936185177;AS;e-post/telefon;;;;Fotlandsveien 9;4330;ÅLGÅRD;GJESDAL;;43.320 Snekkerarbeid;2025-09-17;Snekkerarbeid, montering av dører, vinduer, kjøkken med mer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KVADRAT TAKST AS;936325270;AS;e-post/telefon;;;;c/o Morten Sæther, Skigardveien 38;0681;OSLO;OSLO;0;71.121 Byggeteknisk konsulentvirksomhet;2025-10-07;Byggteknisk konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KVÆRNDAL OG LIEN TAKST & BYGGRÅDGIVNING AS;934219783;AS;e-post/telefon;;952 99 683;;Tyrivegen 6;2840;REINSVOLL;VESTRE TOTEN;0;68.320 Eiendomsforvaltning på oppdrag;2024-10-05;Taksteringstjenester, byggrådgivning, byggtjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;KAA BYGG-TAKST AS;934823133;AS;e-post/telefon;;;;Bryggeriveien 40;1605;FREDRIKSTAD;FREDRIKSTAD;0;68.320 Eiendomsforvaltning på oppdrag;2025-01-13;Taksering av eiendommer og kjøp/salg og oppføring av eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;L.A TAKST & EIENDOM AS;937036485;AS;e-post/telefon;;;;Vestbyveien 79B;1914;YTRE ENEBAKK;ENEBAKK;0;71.121 Byggeteknisk konsulentvirksomhet;2026-01-26;Ingeniørtjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;LADSTEIN TAKST AS;932605473;AS;e-post/telefon;;;;Ullandhaugveien 77D;4021;STAVANGER;STAVANGER;0;68.310 Eiendomsmegling og andre formidlingstjenester for eiendom;2023-12-13;Eiendomsmegler.;eiendom i formål + AS (e-post lovlig)
20;eiendom;LANGLI TAKST AS;927345269;AS;e-post/telefon;;;;Ringvegen 12;5412;STORD;STORD;0;68.320 Eiendomsforvaltning på oppdrag;2021-06-28;Taksering av boliger, eiendommer og næringsbygg. Byggteknisk rådgivning og tjenester. Produksjon av plan og fasadetegninger.;eiendom i formål + AS (e-post lovlig)
20;eiendom;LARSENS TAKST SERVICE AS;911866226;AS;e-post/telefon;;;;Åsaveien 6;1900;FETSUND;LILLESTRØM;0;68.320 Eiendomsforvaltning på oppdrag;2013-04-29;Taksering av boliger med verditaksering, boligsalgsrapporter samt tilstandsanalyse.;eiendom i formål + AS (e-post lovlig)
20;eiendom;LETH TAKSERING AS;833122622;AS;e-post/telefon;;;;Raveien 506;3239;SANDEFJORD;SANDEFJORD;;68.320 Eiendomsforvaltning på oppdrag;2024-03-05;Taksering av boliger og eiendom. Utfører arbeid innen byggebransjen.;eiendom i formål + AS (e-post lovlig)
20;eiendom;LIDAL TAKST AS;835068072;AS;e-post/telefon;;;;Eikveien 85B;3122;TØNSBERG;TØNSBERG;0;68.320 Eiendomsforvaltning på oppdrag;2025-02-19;Takstmann. Totalentreprenør for utvikling av byggeprosjekter. Tømrertjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;LILLEHAMMER TAKST AS;931758365;AS;e-post/telefon;;;;Galterudskogen 10;2614;LILLEHAMMER;LILLEHAMMER;0;68.320 Eiendomsforvaltning på oppdrag;2023-07-22;Taksering av eiendommer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;LINDELID TAKST AS;922899886;AS;e-post/telefon;;;;Nipefjellet 81;5308;KLEPPESTØ;ASKØY;;68.320 Eiendomsforvaltning på oppdrag;2019-06-15;Taksering og byggmestervirksomhet innen byggebransjen og annet som naturlig faller sammen med dette. samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;LINDESNES TAKST AS;925369047;AS;e-post/telefon;;;;Doneheia 104;4516;MANDAL;LINDESNES;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2020-07-21;Taksering av fast eiendom og konsulentjenester innenfor oppføring og vedlikehold av bygninger, samt byggesakstjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MB BYGG & TAKST AS;935511429;AS;e-post/telefon;;;;Vålegaten 5A;3112;TØNSBERG;TØNSBERG;0;41.000 Oppføring av bygninger;2025-05-16;Tømrer, oppføring og vedlikehold av bygninger.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MIDT NORSK TAKST AS;935506387;AS;e-post/telefon;;;;Røskattvegen 12;7340;OPPDAL;OPPDAL;0;68.310 Eiendomsmegling og andre formidlingstjenester for eiendom;2025-05-15;Eiendomsmegler.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MIDT-NORGE TAKST AS;989259830;AS;e-post/telefon;;90149900;;Brubakken 4A;7016;TRONDHEIM;TRONDHEIM;;71.121 Byggeteknisk konsulentvirksomhet;2006-02-18;Byggteknisk konsulentvirksomhet, takseringsvirksomhet, investeringsvirksomhet, herunder i andre selskaper og virksomheter, fast eiendom og lignende.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MIDT-TROMS TAKST - STÅLE LANGSETH AS;930603007;AS;e-post/telefon;;;;Øyfjordveien 57;9388;FJORDGARD;SENJA;0;68.320 Eiendomsforvaltning på oppdrag;2023-01-06;Takst og rådgivningstjenester. Kjøp og salg av fast eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MIN-TAKST AS;935229987;AS;e-post/telefon;;;;Fjellrabben 12B;2022;GJERDRUM;GJERDRUM;;68.320 Eiendomsforvaltning på oppdrag;2025-03-18;Boligtakst og konsulentvirksomhet innen byggesaker.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MISA TAKST AS;837763142;AS;e-post/telefon;;;;Olaf Helsets vei 5;0694;OSLO;OSLO;;68.320 Eiendomsforvaltning på oppdrag;2026-05-22;Eiendomsforvaltning på vegne av andre.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MOSSENG TAKST- OG INGENIØRTJENESTER AS;917020639;AS;e-post/telefon;;;;Lekneskroken 7;8370;LEKNES;VESTVÅGØY;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2016-04-14;Takseringsvirksomhet i henhold til lover og regler i Norges Takseringsforbund og andre produkter/tjenester som naturlig hører til dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak. Selskapet kan også drive med kjøp/drift av fast eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MS TAKST AS;935181968;AS;e-post/telefon;;;;Jutulveien 20B;3042;DRAMMEN;DRAMMEN;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2025-03-10;Taksering og konsulenttjenester innen bolig og eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MURMESTER OG TAKSTMANN NARVE HELLE AS;915825710;AS;e-post/telefon;;;;Ole Deviks vei 16 A;0666;OSLO;OSLO;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2015-08-28;Taksering av eiendommer og andre verdier, byggmestervirksomhet, utvikling av eiendommer og tomteområder, samt dertil hørende virksomhet. Selskapet vil også drive med investering i og drift av fast eiendom, samt investering i aksjer og andre verdipapirer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MYHRA TAKST OG BYGGTEKNIKK AS;937620179;AS;e-post/telefon;;;;Flattumveien 36;3515;HØNEFOSS;RINGERIKE;0;68.320 Eiendomsforvaltning på oppdrag;2026-04-27;Takst, verdivurdering og tilstandsanalyse av eiendom. Byggesøknader, prosjektering og byggledelse.;eiendom i formål + AS (e-post lovlig)
20;eiendom;MØLL TAKST AS;935765277;AS;e-post/telefon;;;;Gismerøyveien 89;4515;MANDAL;LINDESNES;0;68.320 Eiendomsforvaltning på oppdrag;2025-06-27;Taksering av bolig for salg og verdivurdering.;eiendom i formål + AS (e-post lovlig)
20;eiendom;N TAKST OG EIENDOM AS;832910422;AS;e-post/telefon;;;;Blåveisbakken 9A;3050;MJØNDALEN;DRAMMEN;0;68.310 Eiendomsmegling og andre formidlingstjenester for eiendom;2024-01-29;Eiendomsmegler.;eiendom i formål + AS (e-post lovlig)
20;eiendom;N.H. TAKST & BYGGRÅDGIVNING AS;928651703;AS;e-post/telefon;;;;Svinndallinna 112;1593;SVINNDAL;VÅLER;0;71.121 Byggeteknisk konsulentvirksomhet;2022-02-01;Byggtekniske Konsulenttjenester, taksering av eiendom og utførelse av byggmestertjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NAMDAL TAKST OG BYGGTJENESTER AS;920384773;AS;e-post/telefon;;;;Ytterbyvegen 307;7810;NAMSOS;NAMSOS;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2018-02-05;Taksering av boliger. Tilstandsanalyse og verdivurdering av boliger. Uavhengig kontroll av våtrom. Uavhengig kontroll trykk/tetthetstesting av bolig. Termografering. Tømrertjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NEI TAKST AS;923353933;AS;e-post/telefon;;;;Røkebergveien 4;3320;VESTFOSSEN;ØVRE EIKER;0;41.000 Oppføring av bygninger;2019-09-06;Tømrer, motorsport, Utleie fast eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NEMI BYGG OG TAKST AS;926283960;AS;e-post/telefon;;;;Selvikåsen 62;3077;SANDE I VESTFOLD;HOLMESTRAND;;00.000 Uoppgitt;2020-12-21;Å investere i aksjer, andeler i selskaper eller annen virksomhet, herunder fast eiendom, bygg og anlegg, samt det som naturlig står i forbindelse med dette.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NES TAKST OG EIENDOM AS;924590920;AS;e-post/telefon;;;;Kongsvingervegen 1525;2165;HVAM;NES;0;41.000 Oppføring av bygninger;2020-02-12;Entreprenørvirksomhet. Oppføring og vedlikehold av bygg og eiendommer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NESTTUN TAKSERING AS;989867083;AS;e-post/telefon;;92239494;;Ulsmågåsen 39;5224;NESTTUN;BERGEN;0;41.000 Oppføring av bygninger;2006-05-30;Nybygg, rehabilitering og vedlikehold, samt å investere i andre selskaper.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NM TAKST & EIENDOM AS;932756307;AS;e-post/telefon;;;;Brokelandsheia nord 3;4993;SUNDEBRU;GJERSTAD;;71.121 Byggeteknisk konsulentvirksomhet;2024-01-03;Ingeniør- og prosjektledertjenester innen byggeprosjekter. Tømrer, oppføring og vedlikehold av bygninger.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NORDAFØRR TAKST & EIENDOM AS;934389212;AS;e-post/telefon;;;;c/o Jan-Otto Ottesen, Gråtindvegen 43;9101;KVALØYSLETTA;TROMSØ;0;41.000 Oppføring av bygninger;2024-10-31;Snekkerarbeid, montering av dører, vinduer, kjøkken med mer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NORDIC TAKST AS;936918026;AS;e-post/telefon;;;;Maskinveien 2;4033;STAVANGER;STAVANGER;;68.320 Eiendomsforvaltning på oppdrag;2026-01-07;Eiendomsforvaltning på vegne av andre.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NORDISK TAKSERING AS;980489310;AS;e-post/telefon;;22 70 08 40;;Fredrik Selmers vei 6;0663;OSLO;OSLO;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;1999-03-11;Konsulenttjenester, kjøp, salg og forvaltning av aksjer og andre verdipapirer og andeler i andre foretak, herunder drift av eiendommer, og å interessere seg i andre foretak.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NORDSALTEN TAKST AS;927573466;AS;e-post/telefon;;;;Nessveien 346;8290;SKUTVIK;HAMARØY;0;68.320 Eiendomsforvaltning på oppdrag;2021-08-23;Takseringsvirksomhet. Byggteknisk konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NORDSETH TAKST & EIENDOM AS;933582027;AS;e-post/telefon;;;;Karen Tollers vei 1;3095;EIDSFOSS;HOLMESTRAND;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2024-06-08;Takstmann, takstingeniør, bygningssakkyndig. Taksering, rådgivning, forvaltning av eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NORGES TAKST AS;887883602;AS;e-post/telefon;tjf@norges-takst.no;67 92 20 00;www.norges-takst.no;Skårersletta 60D;1473;LØRENSKOG;LØRENSKOG;0;68.320 Eiendomsforvaltning på oppdrag;2005-02-16;Taksering.;AS (e-post lovlig) + e-post i registeret + hjemmeside
20;eiendom;NORSK TAKST HOLDING AS;994964054;AS;e-post/telefon;;;;Klingenberggata 7A;0161;OSLO;OSLO;;68.200 Utleie av egen eller leid fast eiendom;2010-01-09;Å fovalte egne eierinteresser i andre selskaper, utleie av fast eiendom, forvaltning av selskapets midler samt annen virksomhet som faller naturlig inn under dette, aksjekjøp eller på annen måte.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NÅMO TAKST OG RÅDGIVNING AS;998998964;AS;e-post/telefon;;;;Unnarennet 18;0687;OSLO;OSLO;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2012-10-11;Taksering, forvaltning av eiendommer herunder kjøp og salg, og det som naturlig faller inn under dette.;eiendom i formål + AS (e-post lovlig)
20;eiendom;NAAVA TAKST AS;937192606;AS;e-post/telefon;;;;Hjellhaugvegen 96A;6013;ÅLESUND;ÅLESUND;0;68.320 Eiendomsforvaltning på oppdrag;2026-02-18;Taksering og tilstandsvurdering av eiendommer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;O&P HÅNDVERK OG TAKST AS;931857231;AS;e-post/telefon;;;;Gamle Dalsveg 157;2032;MAURA;NANNESTAD;;68.120 Utvikling og salg av byggeprosjekter;2023-08-22;Utvikling av byggeprosjekter for salg eller utleie, totalentreprenør.;eiendom i formål + AS (e-post lovlig)
20;eiendom;OBK TAKST AS;936860176;AS;e-post/telefon;;;;Kloppvegen 200;2850;LENA;ØSTRE TOTEN;0;68.320 Eiendomsforvaltning på oppdrag;2025-12-19;Taksering av bolig og eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;OBM BYGG OG TAKST AS;933197808;AS;e-post/telefon;;;;Holtheia 2;3766;SANNIDAL;KRAGERØ;0;68.320 Eiendomsforvaltning på oppdrag;2024-03-20;Takstmann. Uavhengig kontroll. Snekkerarbeid.;eiendom i formål + AS (e-post lovlig)
20;eiendom;ODNES BYGG OG TAKST AS;919855312;AS;e-post/telefon;;;;Hellinga 9;2608;LILLEHAMMER;LILLEHAMMER;;68.320 Eiendomsforvaltning på oppdrag;2017-11-06;Taksering av eiendom og byggeteknisk konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;OK TAKST AS;917070652;AS;e-post/telefon;;;;Heiane 30A;5919;FREKHAUG;ALVER;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2016-04-20;Taksering av boliger og det som står i naturlig forbindelse med dette.;eiendom i formål + AS (e-post lovlig)
20;eiendom;OMEGA TAKST AS;923206329;AS;e-post/telefon;;;;Skeisvold 34;5518;HAUGESUND;HAUGESUND;0;68.320 Eiendomsforvaltning på oppdrag;2019-08-16;Takstvirksomhet. Eiendomsforvaltning. Kjøp og salg av eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;OR-TAKST AS;930842532;AS;e-post/telefon;;;;Gotaasalleen 11;2050;JESSHEIM;ULLENSAKER;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2023-02-17;Takstering av eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;ORKLA TAKST AS;914235707;AS;e-post/telefon;;;;Kaares gate 7A;7300;ORKANGER;ORKLAND;;68.320 Eiendomsforvaltning på oppdrag;2014-10-02;Taksering av eneboliger, leiligheter og rekkehus. Boligsalgsrapporter og tilstandsrapporter. Entreprenør- og byggmestervirksomhet og hva dermed står i forbindelse. Selskapet kan også investere i andre selskap som selskapets styre finner det hensiktsmessig å gå inn i.;eiendom i formål + AS (e-post lovlig)
20;eiendom;OSLO BAD OG TAKST AS;933521141;AS;e-post/telefon;;;;Fugleliveien 17A;0667;OSLO;OSLO;;68.320 Eiendomsforvaltning på oppdrag;2024-05-29;Boligtakst, arkitekttjenester, bygg. Interiørarkitekt, interiørdesign og interiørkonsulenttjenester. Ingeniør- og prosjektledertjenester innen byggeprosjekter. Utleie av fast eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;OSLO TAKST & TILSTANDSRAPPORT AS;932461544;AS;e-post/telefon;;;;Linjeveien 47B;1087;OSLO;OSLO;0;68.320 Eiendomsforvaltning på oppdrag;2023-11-15;"Taksering, tilstandsvurdering, byggkontroll, uavhengig kontroll, verdivurdering, oppføring, rehabilitering, prosjektledelse av; bygg, eiendom, anlegg, næring.";eiendom i formål + AS (e-post lovlig)
20;eiendom;OSLO TAKST AS;932763141;AS;e-post/telefon;post@oslotakst.no;957 51 000;www.oslotakst.no;Markveien 32A;0554;OSLO;OSLO;;71.129 Annen teknisk konsulentvirksomhet;2024-01-04;Ingeniørtjenester.;AS (e-post lovlig) + e-post i registeret + hjemmeside
20;eiendom;OSLO TAKST OG EIENDOM AS;924208074;AS;e-post/telefon;;;;c/o Truls Tofteng, Magnefaret 4;0678;OSLO;OSLO;0;68.320 Eiendomsforvaltning på oppdrag;2019-12-16;Taksering av eiendom. Tømrerarbeid og byggentreprenør.;eiendom i formål + AS (e-post lovlig)
20;eiendom;OSLO TAKSTHUS AS;911940574;AS;e-post/telefon;;481 97 514;;Nobels gate 8;0273;OSLO;OSLO;0;68.320 Eiendomsforvaltning på oppdrag;2013-05-27;Taksering, risikovurdering og prosjektledelse av boliger og næringsbygg.;eiendom i formål + AS (e-post lovlig)
20;eiendom;OTT TAKST OG EIENDOM AS;931644963;AS;e-post/telefon;;;;Nedre Silkestrå 4;0375;OSLO;OSLO;;68.320 Eiendomsforvaltning på oppdrag;2023-06-27;Takseringsvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;P. NORDBAKKEN TAKST AS;931026852;AS;e-post/telefon;;;;Plankevegen 18A;2413;ELVERUM;ELVERUM;0;68.320 Eiendomsforvaltning på oppdrag;2023-03-14;Taksering innen privat eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;P.S TAKST OG BYGGRÅDGIVNING AS;933705021;AS;e-post/telefon;;;;Elvikveien 2;3967;STATHELLE;BAMBLE;0;68.320 Eiendomsforvaltning på oppdrag;2024-06-28;Taksering av bygninger. Konsulenttjenester bygg og eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;PALMBERG TAKST AS;995698358;AS;e-post/telefon;;;;Hamborggata 21;3018;DRAMMEN;DRAMMEN;0;68.320 Eiendomsforvaltning på oppdrag;2010-07-01;Byggteknisk konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;PAULSEN & BEHRENS TAKST AS;937276478;AS;e-post/telefon;;;;Dverbergveien 405;8485;DVERBERG;ANDØY;0;68.320 Eiendomsforvaltning på oppdrag;2026-03-12;Takstvirksomhet. Eiendomsforvaltning på oppdrag.;eiendom i formål + AS (e-post lovlig)
20;eiendom;PAULSEN TAKST AS;931914553;AS;e-post/telefon;;;;Kong Olavs vei 969;9436;KONGSVIK;TJELDSUND;0;68.320 Eiendomsforvaltning på oppdrag;2023-08-18;Taksering inkl. dødsbo og konkurs. Rådgivende innen bygg. Oppføring av bygg for salg eller utleie. Totalentreprise.;eiendom i formål + AS (e-post lovlig)
20;eiendom;PETTERSEN TAKST & BYGG CONSULT AS;934480562;AS;e-post/telefon;;;;c/o Eirik Pettersen, Grønnegata 161;9008;TROMSØ;TROMSØ;0;68.320 Eiendomsforvaltning på oppdrag;2024-11-18;Taksering av fast eiendom (verditakst, tilstandsanalyse, mm) Konsulentoppdrag relatert til fast eiendom. Kjøp, salg og utleie av fast eiendom.;eiendom i formål + AS (e-post lovlig)
